_id,bio,college,country,createdAt,dob,email,face_detection_probabilities,gender,height,interests,is_habit_drink,is_habit_smoke,is_verified,mobile,name,status,type,updatedAt,verified_at,what_to_find,who_to_date,is_subscribed,clg,age
791,_,JNU,IN,2023-02-11T15:41:58.021Z,2002-10-23,9791000000@get.idyll,,M,176.0,[''],N,N,False,9791000000,Arpit Vishnoi,True,U,2023-02-11T15:49:48.143Z,,NS,F,False,JNU,21.0
792,In pursuit of solace,IIT Guwahati,IN,2023-02-11T15:51:37.053Z,1994-02-04,9792000000@get.idyll,[],M,177.0,"['Photography', 'Cycling', 'Camping', 'Tea', 'Mountains']",S,N,False,9792000000,Nipun,True,U,2023-02-17T01:54:02.223Z,,C,F,False,iit guwahati,29.0
793,"If you’re looking for a romantic evening, I’m probably not your guy. But if you want to watch Netflix and eat pizza, I’m your man.",Jawaharlal Nehru University,IN,2023-02-11T15:53:37.869Z,1999-10-10,9793000000@get.idyll,,M,188.0,"['Gymnastics', 'Basketball', 'Gym', 'Sci-fi', 'EDM']",N,N,False,9793000000,Yash Yadav,True,U,2023-02-11T16:02:10.172Z,,R,F,False,JNU,24.0
794,.,Jawaharlal Nehru University,IN,2023-02-11T16:12:04.527Z,2000-05-17,9794000000@get.idyll,,F,153.45209603024577,[''],N,N,False,9794000000,Sneha,True,U,2023-02-11T16:18:34.010Z,,NS,M,True,JNU,23.0
795,,,IN,2023-02-11T16:12:21.309Z,,9795000000@get.idyll,,M,153.45209603024577,[''],,,False,9795000000,Siddhant,True,U,2023-02-11T16:12:49.487Z,,NS,A,False,,
796,I like to be with them who want to be loving,I m here,IN,2023-02-11T16:21:51.322Z,1991-07-01,9796000000@get.idyll,,M,5.11,[''],N,N,False,9796000000,Ashutosh,True,U,2023-02-11T16:24:59.360Z,,R,F,False,i m here,32.0
798,"Baat Yeh Hai Ke Log Badal Gaye Hain! !
Zulm Yeh Hai Ke Woh Mante Bhi Nahi! !: John Elia",Jawaharlal Nehru University,IN,2023-02-11T16:36:28.184Z,1993-07-10,9798000000@get.idyll,[],M,170.0,"['Badminton', 'Cooking', 'Comedy', 'Open-Minded', 'Romance']",S,N,False,9798000000,Ratan,True,U,2023-02-17T17:36:24.194Z,,R,F,False,JNU,30.0
800,Don't have to say more. Think happy stay happy,Jawaharlal Nehru University,IN,2023-02-11T17:16:57.003Z,1999-12-10,9800000000@get.idyll,,M,180.0,"['Photography', 'Badminton', 'Cricket', 'Football', 'Mountains']",N,N,False,9800000000,Ky10,True,U,2023-02-11T17:29:34.609Z,,F,F,False,JNU,24.0
801,Cjbvb,Jawaharlal Nehru University,IN,2023-02-11T17:17:18.723Z,2003-09-14,9801000000@get.idyll,,M,153.45209603024577,[''],N,N,False,9801000000,Mohd Wajid,True,U,2023-02-11T17:28:44.388Z,,R,F,False,JNU,20.0
802,,Jnu,IN,2023-02-11T17:19:20.726Z,2001-01-17,9802000000@get.idyll,,M,176.0,[''],N,N,False,9802000000,Alok,True,U,2023-02-11T17:23:03.953Z,,R,F,False,JNU,22.0
803,"Single bells, single bells, single all the way.
But I'm looking to change that, so I'm sending you a hey!🤗",Jawaharlal Nehru University,IN,2023-02-11T17:41:27.029Z,2003-01-03,9803000000@get.idyll,[],M,188.0,"['Romantic', 'Ambitions', 'Comedy', 'Badminton', 'Gym']",N,N,True,9803000000,Mahender Singh,True,U,2023-02-26T21:04:57.342Z,2023-02-26T21:04:57.341Z,R,F,False,JNU,20.0
804,A guy with big smile and lonly heart,Jawaharlal Nehru University,IN,2023-02-11T17:41:53.388Z,1998-05-30,9804000000@get.idyll,,M,167.0,"['Photography', 'Badminton', 'Cooking', 'Camping', 'Mystery']",S,S,False,9804000000,Pramod Rathor,True,U,2023-02-11T17:47:08.338Z,,R,F,False,JNU,25.0
805,"This is Sanjeev, love to make friends.",Jawaharlal Nehru University,IN,2023-02-11T18:12:11.594Z,1996-02-14,9805000000@get.idyll,,M,153.45209603024577,"['Romantic', 'Fish', 'Wine', 'Maggi', 'Tea']",S,S,False,9805000000,Sanjeev,True,U,2023-02-11T18:27:57.826Z,,F,F,False,JNU,27.0
806,Hi,Rik,IN,2023-02-11T18:46:18.596Z,1996-11-18,9806000000@get.idyll,,M,153.45209603024577,[''],N,N,False,9806000000,Rrr,True,U,2023-02-11T18:49:50.975Z,,R,F,False,rik,27.0
808,"🚘🚘I like to travell🚘🚘
🏎🏎Bike lover 🏍🏍
🍫🍫Chocolat lover🍭🍭",JNU,IN,2023-02-11T18:59:43.698Z,2001-03-15,9808000000@get.idyll,[97.91101217269897],M,5.6,"['Singing', 'Cricket', 'Photography', 'K-drama', 'Romance']",S,O,False,9808000000,Azad,True,U,2023-03-02T06:15:43.303Z,,F,F,False,JNU,22.0
809,At the zenith of introvercy.,Jawaharlal Nehru University,IN,2023-02-11T19:05:57.426Z,2003-06-10,9809000000@get.idyll,,M,160.0,[''],O,S,False,9809000000,Chandan Kumar Rana,True,U,2023-02-12T11:39:20.198Z,,NS,F,False,JNU,20.0
811,I did not like anything .  I am only simple boy for the people,Jnu,IN,2023-02-11T19:07:48.677Z,1998-06-15,9811000000@get.idyll,,M,170.0,['Running'],N,N,False,9811000000,B.. .,True,U,2023-02-11T19:16:33.306Z,,F,F,False,JNU,25.0
813,Hi,Jawaharlal Nehru University,IN,2023-02-11T20:17:28.886Z,2002-10-14,9813000000@get.idyll,[98.57956767082214],M,173.0,"['Badminton', 'Swimming', 'Running', 'Yoga', 'Cycling']",N,N,False,9813000000,Aditya Meena,True,U,2023-02-17T15:04:01.971Z,,R,F,False,JNU,21.0
814,Graduated from German centre now I am working as a theatre artist and I am from Bihar but living in delhi from 7 years.,Sachin,IN,2023-02-11T21:17:13.765Z,1997-10-17,9814000000@get.idyll,[],M,153.45209603024577,"['Singing', 'Dancing', 'Photography', 'Gym', 'Theatre']",O,O,False,9814000000,Sachin,True,U,2023-02-21T17:13:43.193Z,,C,F,False,sachin,26.0
815,What could be the more interesting in life to join it?,Jawaharlal Nehru University,IN,2023-02-11T22:04:33.533Z,1990-07-15,9815000000@get.idyll,[],M,5.0,"['Singing', 'Photography', 'Biryani', 'Heritage', 'Cooking']",N,N,False,9815000000,Furquan Ahamad,True,U,2023-02-18T23:09:15.696Z,,C,F,False,JNU,33.0
816,"I'd much rather do this in person. Just.. see my profile, please be sure that we both want the same thing, which isnt really hard to guess.",Jawaharlal Nehru University,IN,2023-02-11T22:34:19.339Z,1987-04-26,9816000000@get.idyll,[],M,186.0,"['Horror', 'Sci-fi']",S,O,True,9816000000,D,True,U,2023-02-26T21:08:58.348Z,2023-02-26T21:08:58.347Z,C,F,False,JNU,36.0
819,"I believe in loyalty and sincerity, love those who are caring and loving",Jamia Mia Islamia University,IN,2023-02-12T04:08:35.525Z,1996-10-02,9819000000@get.idyll,,M,179.0,"['Cricket', 'Singing', 'Biryani', 'Tea', 'Cats']",N,N,False,9819000000,Usman,True,U,2023-02-12T04:26:18.236Z,,F,F,False,jamia mia islamia university,27.0
820,"Interested to make new buddies!
Extrovert
Garrulous
Gourmand
Movie Geek 
Literature major",JNU,IN,2023-02-12T04:21:41.905Z,2001-09-20,9820000000@get.idyll,[],F,153.45209603024577,"['Dancing', 'Writing', 'Badminton', 'Photography', 'Cycling']",N,N,False,9820000000,Ananya,True,U,2023-02-12T17:23:49.150Z,,CON,A,True,JNU,22.0
821,My self Rajat Gupta and I am very open mind person I like to travel the new places and adventures life.,JNU,IN,2023-02-12T05:27:47.858Z,2000-09-10,9821000000@get.idyll,,M,153.45209603024577,[''],N,N,False,9821000000,Raj Gupta,True,U,2023-02-12T06:28:19.123Z,,R,F,False,JNU,23.0
822,Nothing about me🥺,Jnu,IN,2023-02-12T06:37:56.844Z,2002-07-30,9822000000@get.idyll,,M,177.0,"['Singing', 'Art & Craft', 'Writing', 'Dancing', 'Design']",O,S,False,9822000000,Swapnil,True,U,2023-02-12T06:42:27.901Z,,F,F,False,JNU,21.0
823,"It will pass , and most precious thing u can give someone tym..bla bla bla😂",JNU,IN,2023-02-12T06:45:11.210Z,1996-02-15,9823000000@get.idyll,[97.15074300765991],M,182.0,"['Badminton', 'Cycling', 'Mountains', 'Biryani', 'Bollywood']",N,N,False,9823000000,Zaffar,True,U,2023-02-12T15:38:31.314Z,,C,F,False,JNU,27.0
825,"Kolkata | 
Scorpio |",Bhawanipur education society college,IN,2023-02-12T07:35:08.228Z,2004-11-11,9825000000@get.idyll,,M,172.72,[''],S,S,False,9825000000,Kashyap Ladha,True,U,2023-02-12T07:47:57.838Z,,F,A,False,DU,19.0
826,I have no any words to write there,Lpu,IN,2023-02-12T08:02:18.856Z,2005-01-25,9826000000@get.idyll,,M,175.0,"['Cricket', 'Tennis', 'Gym', 'Stand Up', 'Ambitions']",N,N,False,9826000000,Ayush kumar,True,U,2023-02-12T08:09:36.582Z,,R,F,False,lpu,18.0
828,I'm interested love and relationship and respect every me n women. Keen observer of nature n beauty and deep lover of women's aesthetic beauty,Jnu,IN,2023-02-12T08:42:26.870Z,1994-10-10,9828000000@get.idyll,[],M,153.45209603024577,"['Badminton', 'Writing', 'Art & Craft', 'Photography', 'Football']",N,S,False,9828000000,Tm,True,U,2023-02-15T05:31:37.247Z,,NS,F,False,JNU,29.0
830,.,Jawaharlal Nehru University,IN,2023-02-12T09:37:30.023Z,1999-01-09,9830000000@get.idyll,[],M,174.0,"['Writing', 'Badminton', 'Cycling', 'Mountains', 'Biryani']",N,O,False,9830000000,Ayan,True,U,2023-02-12T09:45:05.344Z,,NS,F,False,JNU,24.0
832,,Ashoka University,IN,2023-02-12T10:55:34.082Z,1995-03-13,9832000000@get.idyll,,M,174.0,"['Writing', 'Badminton', 'Stand Up', 'Heritage', 'Romantic']",N,N,False,9832000000,nitesh,True,U,2023-02-12T11:00:55.472Z,,R,F,False,ashoka university,28.0
833,"Research Scholar, Poet, Writer, Interpreter, Translator, Speaker, Debater, Anchor, Columnist, Critic, Reviewer, Editor, etc.",Jawaharlal Nehru University,IN,2023-02-12T11:06:00.265Z,1997-06-13,9833000000@get.idyll,[71.87419533729553],M,70.0,"['Writing', 'Singing', 'Photography', 'Coffee', 'Romantic']",N,N,True,9833000000,Abu Sufyan,True,U,2023-02-13T18:54:04.627Z,,C,F,False,JNU,26.0
834,"I'm a new student in SSS POLM, my name is Sunny Gautam",JNU,IN,2023-02-12T11:27:42.682Z,2000-02-01,9834000000@get.idyll,,M,153.45209603024577,"['Romantic', 'Superhero', 'Anime', 'EDM', 'Poetry']",N,S,False,9834000000,Ubermensch,True,U,2023-02-12T11:32:44.871Z,,C,F,False,JNU,23.0
835,Just a simple guy,JNU,IN,2023-02-12T11:47:46.672Z,2000-07-27,9835000000@get.idyll,[],M,169.0,"['Badminton', 'Photography', 'Dogs', 'Writing', 'Birds']",N,N,False,9835000000,Adarsh Singh,True,U,2023-02-22T07:02:25.221Z,,R,F,False,JNU,23.0
836,"I like to overthink the purpose of life, and when I get bored with that I go for a run and try to catch the morning sun.",Jawaharlal Nehru University,IN,2023-02-12T12:32:45.908Z,1992-12-06,9836000000@get.idyll,"[97.59766459465027,82.93059468269348]",M,175.0,"['Basketball', 'Cycling', 'Backpacking', 'Rock', 'Folk & Acoustic']",S,N,False,9836000000,Gautam,True,U,2023-02-22T04:24:58.121Z,,C,F,False,JNU,31.0
837,What's in a Bio ?,JNU,IN,2023-02-12T13:07:38.982Z,1996-05-18,9837000000@get.idyll,[35.351234674453735],M,174.0,"['Heritage', 'Cooking', 'Coffee', 'Superhero', 'Mystery']",S,S,False,9837000000,Krishnakumar,True,U,2023-02-16T16:13:54.902Z,,NS,F,False,JNU,27.0
839,"Senses are most important thing. Looking for a person having the good senses (specially sense of humour).
I've only addiction of tea.....
Tea is like everything....
Can never say no to tea...",JNU,IN,2023-02-12T13:12:20.324Z,1999-07-17,9839000000@get.idyll,"[97.53470420837402,97.70868420600891,98.54969382286072]",M,5.6,"['Dancing', 'Cricket', 'Tea', 'Open-Minded', 'Romantic']",N,N,False,9839000000,Gaurav Kant,True,U,2023-02-24T16:34:24.992Z,,NS,F,False,JNU,24.0
840,Innocent,Nit,IN,2023-02-12T14:07:57.853Z,2003-10-10,9840000000@get.idyll,[64.40193057060242],M,5.11,[''],N,N,False,9840000000,Ayush,True,U,2023-02-12T14:11:02.279Z,,NS,F,False,nit,20.0
841,Nananana nanaa na,Jnu,IN,2023-02-12T14:15:29.494Z,1989-03-10,9841000000@get.idyll,[97.84397482872009],M,5.4,"['Biryani', 'Fish', 'Poetry', 'Tea', 'Heritage']",N,N,False,9841000000,Iqbal Danish,True,U,2023-02-25T22:22:50.301Z,,C,F,False,JNU,34.0
842,Jsowna,Jawaharlal Nehru University,IN,2023-02-12T15:04:02.507Z,2000-04-20,9842000000@get.idyll,[],M,168.0,[''],N,O,False,9842000000,Arqam,True,U,2023-02-12T15:06:23.059Z,,CON,F,False,JNU,23.0
843,Loyal and trustworthy,IIT bhu,IN,2023-02-12T15:04:21.803Z,2000-04-14,9843000000@get.idyll,"[66.9777238368988,53.65357200304667,99.52728748321533]",M,172.0,"['Yoga', 'Cooking', 'Coffee', 'Drama', 'Romance']",O,N,False,9843000000,Delwal,True,U,2023-03-01T15:39:21.973Z,,F,F,False,IITBHU,23.0
844,seeking for some mess in life...,Indian Institute of Technology BHU Varanasi,IN,2023-02-12T15:13:14.071Z,1993-12-10,9844000000@get.idyll,[99.18253421783447],M,172.0,"['Badminton', 'Cricket', 'Running', 'Country', 'Drama']",O,N,False,9844000000,Naresh Kumar,True,U,2023-02-12T15:24:27.261Z,,C,F,False,IITBHU,30.0
845,Trustworthy and Funloving,IIT DELHI,IN,2023-02-12T15:18:01.506Z,1995-02-26,9845000000@get.idyll,"[99.10457730293274,91.18177890777588,96.1724579334259]",M,172.0,"['Dancing', 'Photography', 'Yoga', 'Running', 'Swimming']",O,N,False,9845000000,Ashok,True,U,2023-02-12T15:24:11.688Z,,R,F,False,IITD,28.0
846,Student,Jawaharlal Nehru University,IN,2023-02-12T16:20:05.299Z,2001-01-05,9846000000@get.idyll,[],M,153.45209603024577,[''],O,S,False,9846000000,Shamsi,True,U,2023-02-12T16:22:38.925Z,,C,F,False,JNU,22.0
847,"I don't know how to put this, but...
Chale bhi aao key gulshan ka karobarr chale
JNU;",Jawarlal Nehru University,IN,2023-02-12T16:28:45.761Z,2000-08-25,9847000000@get.idyll,[46.31347954273224],M,169.0,"['Badminton', 'Feminism', 'Romantic', 'Biryani', 'Running']",S,S,False,9847000000,Ali Murtuza,True,U,2023-02-12T20:06:26.616Z,,C,F,False,JNU,23.0
848,"I love watching TV shows, crazy about Politics, love to travel, looking for someone with similar interests!",Jawaharlal Nehru University,IN,2023-02-12T16:32:29.655Z,2000-02-29,9848000000@get.idyll,"[89.1728937625885,91.09541177749634,97.61525392532349,98.32131266593933]",M,180.34,"['Horror', 'Punjabi', 'Mountains', 'Photography', 'Comedy']",S,S,True,9848000000,Raghav,True,U,2023-02-26T21:10:23.637Z,2023-02-26T21:10:23.636Z,R,F,False,JNU,23.0
849,Hi! I am a very simple friends and i am here to meet new people and have some memorable moments.,Jawaharlal Nehru University,IN,2023-02-12T16:39:28.477Z,1990-10-06,9849000000@get.idyll,[90.61782956123352],M,178.0,"['Writing', 'Cafe-hopping', 'Clubs', 'Cricket', 'Camping']",S,N,False,9849000000,Ashwin,True,U,2023-02-12T16:44:40.166Z,,NS,F,False,JNU,33.0
853,,,IN,2023-02-12T18:06:09.500Z,,9853000000@get.idyll,[],M,153.45209603024577,[''],,,False,9853000000,Hunt,True,U,2023-02-12T18:06:50.079Z,,NS,A,False,,
854,"Creative & Happy boy 
focus on study & Enjoy
caring of others
work with planning
Honest person
Good behaviour
Belong to Kashmir
Better feel with a good friend 
Target: Goal
other yours wish",Jawaharlal Nehru University,IN,2023-02-12T19:13:11.483Z,2000-03-03,9854000000@get.idyll,"[99.2436945438385,71.24016284942627,97.32523560523987,82.97953009605408]",M,178.0,"['Cycling', 'Badminton', 'Coffee', 'Biryani', 'Mountains']",N,N,False,9854000000,Talib Hussain,True,U,2023-02-14T10:09:51.463Z,,NS,F,False,JNU,23.0
855,"Hi, I am here to make new friends and have good moments with them.",Jnu,IN,2023-02-12T19:14:20.513Z,1995-10-20,9855000000@get.idyll,[69.86225247383118],M,182.0,"['Singing', 'Writing', 'Cricket', 'Cycling', 'Biryani']",N,N,False,9855000000,Rehan,True,U,2023-02-12T19:34:13.444Z,,NS,F,False,JNU,28.0
856,"I value honesty, kindness, and good communication, and I'm looking for someone who shares those same qualities.",Jawaharlal Nehru University,IN,2023-02-12T19:22:17.235Z,2002-04-27,9856000000@get.idyll,[87.63269186019897],M,173.0,"['Football', 'Cricket', 'Volleyball', 'Comedy', 'Sci-fi']",N,N,False,9856000000,Vaibhav,True,U,2023-02-12T20:04:11.995Z,,CON,F,False,JNU,21.0
857,Just an Utter phase of Stupidity!!!,Jawaharlal Nehru University,IN,2023-02-12T19:26:51.391Z,1995-09-24,9857000000@get.idyll,[90.70990681648254],M,153.45209603024577,"['Writing', 'Cricket', 'Beaches', 'Mountains', 'Coffee']",S,S,False,9857000000,Pradeep,True,U,2023-02-19T19:04:38.114Z,,NS,F,False,JNU,28.0
858,Just trying the app.,Jawaharlal Nehru University,IN,2023-02-12T20:53:24.398Z,1994-07-13,9858000000@get.idyll,[62.21022009849548],M,162.0,"['Singing', 'Football', 'Folk & Acoustic']",S,S,False,9858000000,Salai,True,U,2023-02-12T20:58:55.219Z,,C,F,False,JNU,29.0
859,Daku...,Iit delhi,IN,2023-02-12T22:14:28.122Z,2000-02-14,9859000000@get.idyll,[50.10085105895996],M,153.45209603024577,"['Cycling', 'Badminton', 'Thriller', 'Documentaries', 'Voter rights']",N,N,False,9859000000,Rahul,True,U,2023-02-12T22:21:51.248Z,,CON,F,False,IITD,23.0
862,.,Jawaharlal Nehru University,IN,2023-02-13T01:55:55.341Z,1994-01-15,9862000000@get.idyll,[73.77771139144897],M,5.7,"['Writing', 'Photography', 'Theatre', 'Coffee', 'Poetry']",S,S,False,9862000000,Harish,True,U,2023-02-13T02:08:47.450Z,,F,F,False,JNU,29.0
863,I fuck better than i talk,Jawaharlal Nehru University,IN,2023-02-13T04:46:05.441Z,1999-02-13,9863000000@get.idyll,[99.46490526199341],M,188.0,"['Basketball', 'Running', 'Volleyball', 'Rap', 'Punjabi']",N,N,False,9863000000,Sunil,True,U,2023-02-24T00:08:06.446Z,,C,A,False,JNU,24.0
864,"I love socialising and currently I am secretary and interim President of Satluj hostel JNU.
I love to hangout...",Jawaharlal Nehru University,IN,2023-02-13T06:26:09.947Z,1997-04-18,9864000000@get.idyll,"[41.81578755378723,93.89182329177856,95.05032896995544]",M,5.7,"['Writing', 'Feminism', 'Poetry', 'Folk & Acoustic', 'Camping']",S,S,True,9864000000,Kunal,True,U,2023-02-26T21:11:09.806Z,2023-02-26T21:11:09.805Z,CON,A,False,JNU,26.0
865,"“When I discover who I am, I'll be free.” 🙂
Insta I'd _shivamshekhar_",Jawaharlal Nehru University,IN,2023-02-13T07:12:53.465Z,2000-10-05,9865000000@get.idyll,"[92.45871901512146,90.99159836769104,49.48364794254303]",M,164.0,"['Biryani', 'Tea', 'Photography', 'Ambitions', 'Open-Minded']",N,O,True,9865000000,Shivam Shekhar,True,U,2023-02-26T21:11:33.412Z,2023-02-26T21:11:33.411Z,CON,F,False,JNU,23.0
866,Nothing,JNU,IN,2023-02-13T07:16:49.684Z,2003-08-27,9866000000@get.idyll,[],M,180.0,[''],N,N,False,9866000000,Suraj,True,U,2023-02-13T08:39:29.020Z,,NS,F,False,JNU,20.0
867,"I am an ambivert person, but usually more of a introvert.",JNU,IN,2023-02-13T07:45:59.096Z,1998-04-08,9867000000@get.idyll,[89.46027755737305],M,180.34,"['Singing', 'Art & Craft', 'Cricket', 'Badminton', 'Football']",N,N,False,9867000000,Yash,True,U,2023-02-13T08:01:11.442Z,,NS,F,False,JNU,25.0
868,Explorer,Jawaharlal Nehru University,IN,2023-02-13T07:46:36.337Z,1999-12-22,9868000000@get.idyll,[98.70243072509766],M,175.0,"['Anime', 'Board game', 'Backpacking', 'Vegetarian', 'Pizza']",N,N,False,9868000000,Mohit Sharma,True,U,2023-02-18T16:29:36.627Z,,NS,F,False,JNU,24.0
869,I am kind hearted person who is willing for a relationship,ABVSME,IN,2023-02-13T07:52:48.452Z,1997-02-14,9869000000@get.idyll,[64.41260874271393],M,174.0,"['Dancing', 'Badminton', 'Cricket', 'Running', 'Cooking']",S,N,False,9869000000,Seeansh,True,U,2023-02-13T08:08:30.687Z,,R,F,False,abvsme,26.0
870,Iam a sports man,"JNU,SOE",IN,2023-02-13T08:07:55.175Z,2001-04-21,9870000000@get.idyll,[94.43452954292297],M,5.6,"['Cricket', 'Biryani', 'Video Games', 'Romance', 'Cycling']",O,N,True,9870000000,Sachin Naik,True,U,2023-02-26T21:12:08.091Z,2023-02-26T21:12:08.090Z,R,F,False,JNU,22.0
873,Looking for an adventure partner. You in?,Jawaharlal Nehru University,IN,2023-02-13T09:42:00.668Z,1999-02-28,9873000000@get.idyll,"[97.26706743240356,96.83690667152405,75.6727397441864]",M,172.0,"['Singing', 'Writing', 'Theatre', 'Tea', 'Vegetarian']",S,O,False,9873000000,Ashutosh sharma,True,U,2023-02-13T09:58:57.087Z,,NS,F,False,JNU,24.0
874,..,Jawaharlal Nehru University,IN,2023-02-13T09:42:25.271Z,1998-06-23,9874000000@get.idyll,[99.27496314048767],M,160.0,[''],N,N,False,9874000000,Shubham,True,U,2023-02-13T09:46:11.042Z,,NS,F,False,JNU,25.0
875,😏😏,Jnu,IN,2023-02-13T09:43:32.991Z,1997-03-13,9875000000@get.idyll,[95.17484307289124],M,1.7,"['Badminton', 'Cricket', 'Swimming', 'Volleyball', 'Coffee']",O,O,False,9875000000,Shashank,True,U,2023-02-13T15:32:05.256Z,,C,F,False,JNU,26.0
876,,,IN,2023-02-13T10:00:50.193Z,,9876000000@get.idyll,[],M,153.45209603024577,[''],,,False,9876000000,Mohommad Shawave,True,U,2023-02-13T10:02:49.296Z,,NS,A,False,,
878,No,JNU,IN,2023-02-13T10:03:27.637Z,2000-04-24,9878000000@get.idyll,[],M,140.0,[''],N,N,False,9878000000,Snehal,True,U,2023-02-13T10:08:39.314Z,,CON,F,False,JNU,23.0
879,I can make you laugh,JNU,IN,2023-02-13T10:09:40.824Z,2001-10-05,9879000000@get.idyll,[99.40487146377563],M,176.0,"['Art & Craft', 'Video Games', 'Coffee', 'Feminism', 'K-drama']",S,N,True,9879000000,Abhimanyu Panwar,True,U,2023-02-26T21:12:32.007Z,2023-02-26T21:12:32.006Z,C,F,False,JNU,22.0
880,.,Jawaharlal Nehru University,IN,2023-02-13T11:11:50.585Z,1996-12-30,9880000000@get.idyll,"[95.49723863601685,79.56751585006714,95.09301781654358,55.898040533065796]",M,178.0,"['Football', 'Cafe-hopping', 'Mountains', 'Thriller', 'Video Games']",S,N,True,9880000000,Kartik,True,U,2023-02-26T21:12:54.929Z,2023-02-26T21:12:54.928Z,R,F,False,JNU,27.0
881,"Music,comedy,  photography",Jawaharlal Nehru University,IN,2023-02-13T11:50:44.636Z,1999-01-15,9881000000@get.idyll,"[96.41053080558777,98.30441474914551,71.64454460144043,65.1159942150116]",M,176.0,"['Singing', 'Writing', 'Badminton', 'Photography', 'Gym']",S,S,False,9881000000,Nikhil,True,U,2023-02-13T11:59:42.185Z,,CON,F,False,JNU,24.0
882,All is well,Jawaharlal Nehru University,IN,2023-02-13T11:54:00.814Z,1999-03-13,9882000000@get.idyll,[95.24727861086528],M,181.0,"['Writing', 'Running', 'Volleyball', 'Beer', 'Coffee']",S,S,False,9882000000,Sandeep,True,U,2023-02-13T12:19:06.181Z,,CON,F,False,JNU,24.0
883,Being ordinary is extraordinary,Jawaharlal Nehru University,IN,2023-02-13T12:03:25.764Z,1998-07-10,9883000000@get.idyll,"[97.65291213989258,86.74437999725342]",M,167.0,"['Tea', 'Thriller', 'Crime', 'Romance']",N,N,True,9883000000,Vivek Kumar,True,U,2023-02-26T21:13:32.587Z,2023-02-26T21:13:32.587Z,NS,F,False,JNU,25.0
884,Hello 🤗🤗,Jnu,IN,2023-02-13T12:05:32.382Z,1996-03-12,9884000000@get.idyll,"[93.99609565734863,76.9098162651062]",M,171.0,"['Football', 'Volleyball', 'Gym', 'Cooking', 'Foodie']",N,N,False,9884000000,Anurag,True,U,2023-02-13T12:11:21.829Z,,NS,F,False,JNU,27.0
885,I'm a teacher by profession. Simple living and high thinking,Education department,IN,2023-02-13T12:34:07.421Z,1985-10-10,9885000000@get.idyll,[97.21981287002563],M,153.45209603024577,['Family Oriented'],S,N,False,9885000000,Ishfaq,True,U,2023-02-13T12:43:58.757Z,,F,A,False,DU,38.0
886,Navayana Buddhist ~Ambedkarite~ Dravidian,Jawaharlal Nehru University,IN,2023-02-13T13:42:09.662Z,1994-06-12,9886000000@get.idyll,"[72.30191230773926,97.6586401462555,96.80482745170593,80.52721917629242]",M,177.0,"['Comedy', 'LGBTQIA+ ally', 'Human Rights', 'Mystery', 'Biryani']",N,N,True,9886000000,Aravind,True,U,2023-02-26T21:15:35.830Z,2023-02-26T21:15:35.830Z,C,F,False,JNU,29.0
889,"Wanna try appy fizz, just come round the corner with me.",Bhaskaracharya College Of Applied Science,IN,2023-02-13T14:39:53.287Z,2002-01-26,9889000000@get.idyll,"[96.01976871490479,92.65880584716797,98.01464676856995,99.09512996673584]",M,165.0,"['Writing', 'Cricket', 'Gym', 'Yoga', 'Mountains']",N,N,True,9889000000,Shiva ji Singh,True,U,2023-02-26T21:17:16.106Z,2023-02-26T21:17:16.106Z,C,F,False,bhaskaracharya college of applied science,21.0
890,"Hey, I am here just to socialise and meet new people. I am an avid history buff, can talk about anything be it from history to movies. :p",Jawaharlal Nehru University,IN,2023-02-13T14:47:32.729Z,1996-02-05,9890000000@get.idyll,[58.79385024309158],M,167.64,"['Singing', 'Writing', 'Stand Up', 'Heritage', 'Cooking']",S,N,False,9890000000,Ravi,True,U,2023-02-14T09:53:56.933Z,,NS,F,False,JNU,27.0
891,Lazarus,JNU,IN,2023-02-13T14:59:02.647Z,1999-10-10,9891000000@get.idyll,[94.36840415000916],M,153.45209603024577,"['Singing', 'Writing', 'Art & Craft', 'Dancing', 'Design']",N,N,False,9891000000,Ani,True,U,2023-02-18T17:42:33.247Z,,F,F,False,JNU,24.0
893,Just want to connect with right minded people. Not interested in dating anyone.,JNU - DU,IN,2023-02-13T15:28:26.311Z,1996-07-28,9893000000@get.idyll,[80.10765016078949],M,170.0,"['Cooking', 'Badminton', 'Backpacking', 'Foodie', 'Open-Minded']",S,N,True,9893000000,Deep,True,U,2023-02-26T21:17:35.525Z,2023-02-26T21:17:35.524Z,CON,A,False,JNU,27.0
894,A PhD candidate,JNU,IN,2023-02-13T15:28:27.248Z,1996-10-02,9894000000@get.idyll,[87.75931596755981],M,168.0,"['Biryani', 'Tea', 'Cricket', 'Sci-fi', 'Comedy']",S,S,False,9894000000,Shivam,True,U,2023-03-02T19:59:58.821Z,,NS,F,False,JNU,27.0
895,Free spirit,JNU,IN,2023-02-13T15:30:42.780Z,1990-02-03,9895000000@get.idyll,[40.307632088661194],M,153.45209603024577,"['Football', 'Camping', 'Rock', 'Animated', 'Mystery']",,,False,9895000000,Sant,True,U,2023-02-13T22:35:52.826Z,,NS,F,False,JNU,33.0
896,I don't know what to write here.,Jawaharlal Nehru University,IN,2023-02-13T15:41:57.834Z,1999-07-16,9896000000@get.idyll,[93.62660050392151],M,153.45209603024577,"['Gym', 'Mountains', 'Biryani', 'Comedy', 'Poetry']",N,N,False,9896000000,Rajnish,True,U,2023-02-14T21:14:35.065Z,,NS,F,False,JNU,24.0
